MolWt,LogP,HBD,HBA,TPSA,RotatableBonds,AromaticRings,HeavyAtomCount,NumRings,FractionCSP3,NumHeteroatoms,MolRefractivity,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,BalabanJ,BertzCT
255.23399999999998,-1.970899999999999,4,7,139.28,5,2,18,2,0.4444444444444444,9,61.60570000000001,98,0,0.27998573217935085,-0.39358128705804707,2.265207858895495,588.1457870436972
244.20700000000002,-3.0114999999999994,4,7,143.72000000000003,3,1,17,2,0.625,9,51.549300000000024,94,0,0.2878781797929572,-0.3935668431003283,2.1949092649276896,421.8029666398912
229.261,-0.5941000000000001,2,6,90.36999999999999,2,1,15,2,0.5,7,56.36320000000001,82,0,0.35114912918772007,-0.3927583774368384,2.2042997522549417,408.3635221838066
288.31100000000004,0.4286999999999997,3,7,111.11,4,2,21,4,0.46153846153846156,8,76.51590000000002,110,0,0.22361418019860546,-0.3933303909967747,1.7339568373952159,707.9945515444826
349.31600000000003,2.1769,1,5,76.72,5,3,25,3,0.25,9,80.68180000000002,130,0,0.1628660591006084,-0.382403297261057,2.1271464030010665,873.966564339529
306.276,0.7357999999999993,1,5,81.64999999999999,5,3,22,3,0.23076923076923078,9,70.29880000000001,114,0,0.13725485636208273,-0.38113798436276414,2.0062012637427222,707.748307396491
645.1600000000002,4.262900000000003,1,9,103.21000000000001,11,4,46,7,0.38235294117647056,12,173.4416999999995,240,0,0.21991025477739645,-0.49145746271231144,0.8839202385836624,1580.0351860621556
263.2,-1.2886,3,6,110.60000000000001,2,1,18,2,0.5555555555555556,9,54.85900000000001,100,0,0.35131379854975847,-0.39356436322173105,2.4191219777016335,506.83126955905954
427.41700000000014,0.6663999999999999,6,6,191.25999999999996,9,3,31,3,0.25,11,110.73660000000004,162,0,0.32572120059399806,-0.4812292557834712,1.6104354954122113,1180.9837366758736
513.6310000000005,4.468720000000004,1,8,98.44,11,2,37,3,0.5172413793103449,8,143.48579999999984,202,0,0.30565063049866886,-0.5065880984536216,1.6507567271733259,1215.2111939012943
325.53099999999995,2.795000000000001,1,4,80.66999999999999,6,1,19,1,0.18181818181818182,8,69.40030000000002,102,0,0.3107566077839808,-0.48283107420894444,2.9987909466296285,541.3773494096569
335.8160000000001,2.61702,2,4,84.54999999999998,2,2,22,3,0.13333333333333333,7,87.81190000000002,114,0,0.23418036638733958,-0.3484481004336535,2.2111327740148523,863.8563400616699
144.214,2.2874,1,1,37.3,5,0,10,0,0.875,2,40.9418,60,0,0.30598677885955755,-0.48102646388509346,0.0,93.43071362054202
236.274,3.3872000000000018,1,1,46.330000000000005,0,2,18,3,0.0,3,73.53440000000003,88,0,0.3234221961741316,-0.35088383744826684,2.305250789577583,596.9467906495955
252.27300000000002,1.7696,2,2,58.2,2,2,19,3,0.06666666666666667,4,70.33840000000004,94,0,0.3224087250655884,-0.3156821991067759,2.2308361050041707,583.6085383833889
613.9150000000002,3.1154,3,3,95.50000000000001,3,1,20,1,0.18181818181818182,9,100.15970000000003,108,0,0.33751713140857403,-0.47758276642574593,3.6760023940844433,573.1711797623659
613.9150000000002,2.5166000000000004,3,3,95.50000000000001,3,1,20,1,0.18181818181818182,9,99.24620000000003,108,0,0.3374624649730774,-0.4775834359867767,3.7751662098830825,616.4211797623659
624.7780000000001,6.762300000000009,1,8,72.86,10,4,46,6,0.3684210526315789,8,179.27279999999948,242,0,0.1691180604534848,-0.5042480017726654,1.224693674929152,1688.0947505164604
213.24400000000003,2.6613999999999995,2,5,89.64999999999999,2,2,16,2,0.0,5,63.679800000000014,80,0,0.15320016644289322,-0.3836252561959096,2.2421519865382917,507.0383011118628
153.137,0.6726000000000001,3,3,83.55000000000001,1,1,11,1,0.0,4,39.478500000000004,58,0,0.338971812870833,-0.5069720908890246,3.1960696621259195,295.7372022742226
286.23900000000003,2.282400000000001,4,6,111.13000000000001,1,3,21,3,0.0,6,74.5792,106,0,0.23453373936363892,-0.5078219802085129,2.339908290764475,909.9162849554009
302.23800000000006,1.987999999999999,5,7,131.36,1,3,22,3,0.0,7,76.244,112,0,0.23829122153289994,-0.507822516038892,2.407728670949308,956.2426827834671
316.265,2.291000000000001,4,7,120.36000000000001,2,3,23,3,0.0625,7,81.1312,118,0,0.23828858164453717,-0.5076781655726544,2.3466511894778916,972.305186576403
304.25399999999996,1.1862999999999995,5,7,127.45000000000002,1,2,22,3,0.13333333333333333,7,73.24950000000001,114,0,0.2024435763927973,-0.5076785668317747,2.0823933247037365,768.7265466155635
302.28200000000004,2.518500000000001,3,6,96.22000000000001,2,2,22,3,0.1875,6,76.74690000000001,114,0,0.17390922533938505,-0.5076785670448518,1.983603041376441,752.5415177479614
256.257,2.804300000000002,2,4,66.76,1,2,19,3,0.13333333333333333,4,68.53010000000002,96,0,0.1739092050857477,-0.5076785670448519,2.02781240938101,634.0938758768984
372.3730000000001,3.503000000000003,0,7,76.36000000000001,6,3,27,3,0.25,7,100.68000000000005,142,0,0.21080433414121585,-0.4967677865528361,2.3756718630013727,1019.4101656943606
402.39900000000017,3.5116000000000023,0,8,85.59000000000002,7,3,29,3,0.2857142857142857,8,107.23200000000006,154,0,0.21080433414143557,-0.49286952536247625,2.3822020527071253,1100.2570090017714
456.7110000000003,7.089500000000009,2,2,57.53,2,0,33,5,0.9,3,132.61160000000004,186,0,0.3094457065168938,-0.48081364076912236,1.5651917176450345,860.6030229407056
358.4780000000001,3.119300000000002,1,4,71.44,0,0,26,4,0.7727272727272727,4,97.20780000000006,142,0,0.1606240583525323,-0.39099895718608835,1.8573421857678394,751.2412074226377
372.59300000000013,6.702400000000006,1,1,37.3,1,0,27,4,0.88,2,110.3908000000001,152,0,0.30657679114457925,-0.4810109394127729,1.7819447545212066,675.8113532488436
75.067,-0.9702999999999999,2,2,63.32000000000001,1,0,5,0,0.5,3,16.6902,30,0,0.3167559784055858,-0.4802971300243957,0.0,42.912609383243264
174.204,-1.338429999999999,5,3,125.22000000000001,5,0,12,0,0.6666666666666666,6,44.76200000000001,70,0,0.31996851078193783,-0.48008644077399965,0.0,170.93102051518318
203.23799999999997,-1.2356999999999976,0,4,66.43,5,0,14,0,0.7777777777777778,5,48.07740000000003,82,0,0.3026299983325623,-0.5500184594045466,0.0,203.3420689261142
146.098,-0.49509999999999993,2,3,91.67,4,0,10,0,0.4,5,29.512599999999992,56,0,0.3716646493758098,-0.48122045180269174,0.0,170.87712379549453
176.124,-1.4073999999999995,4,6,107.22000000000001,2,0,12,1,0.5,6,35.25619999999999,68,0,0.37749723418401576,-0.5050473004212117,2.796067066263468,232.19280948873626
265.36199999999997,0.60774,2,5,75.91,4,2,18,2,0.4166666666666667,6,70.32420000000002,96,0,0.22499599742970383,-0.3959959313437732,2.230916753508816,553.005593291334
376.36900000000014,-1.7235599999999989,5,8,161.56,5,1,27,3,0.4117647058823529,10,95.62089999999999,144,0,0.3494476004440154,-0.39357914015505113,2.2752894120966243,1075.453994856704
122.12699999999997,0.18050000000000016,1,2,55.980000000000004,1,1,9,1,0.0,3,32.7549,46,0,0.2497619496515242,-0.3655506403996573,2.981454614041131,207.5576620543373
285.343,2.997200000000001,0,3,38.77,3,1,21,3,0.35294117647058826,4,81.17000000000004,110,0,0.24604914267600783,-0.4535950776302087,1.5596547149797813,571.3979945235308
494.6280000000003,5.914720000000007,3,5,111.90000000000002,2,1,36,5,0.6333333333333333,6,135.7329000000001,194,0,0.33927133477613775,-0.5071789654691072,1.5945372110146245,1240.3161279610588
532.6080000000002,4.910500000000003,2,7,125.03999999999999,7,5,40,7,0.26666666666666666,10,150.59839999999974,200,0,0.2941127864168752,-0.46509106040649817,1.233642521604705,1716.5512749034099
408.89300000000003,3.8767000000000023,2,5,92.50999999999999,7,4,29,4,0.23809523809523808,8,111.30650000000001,148,0,0.1795341349462579,-0.39002109695725257,1.6400838520340522,1089.0741428087913
416.5180000000003,2.3831999999999995,2,5,95.94000000000001,9,1,30,3,0.6086956521739131,7,111.79750000000007,164,0,0.3259401545386359,-0.4797118379349922,1.6824837055129525,753.2201749557545
438.5240000000003,2.5671,2,5,95.94000000000001,9,2,32,3,0.4,7,119.90150000000007,170,0,0.3262779529412656,-0.4797031524929275,1.7203033592790702,946.3582688000238
353.52800000000013,3.717600000000002,2,3,66.4,12,0,24,2,0.7894736842105263,5,99.04150000000008,136,0,0.32572660265744385,-0.4797170983366569,1.7294333320190558,455.5282532731319
320.253,0.8919000000000001,6,8,147.68,1,2,23,3,0.13333333333333333,8,74.9143,120,0,0.20244359759343497,-0.5076785668317745,2.1085344270154884,790.3595551112803
376.41200000000015,4.208400000000002,2,4,76.66000000000001,6,3,28,3,0.09090909090909091,6,108.33640000000001,142,0,0.25892502387098093,-0.49592423962333615,1.7525643479299982,924.3367427926504
428.4100000000001,5.608700000000003,2,3,67.43,6,3,31,3,0.13043478260869565,8,111.4034,160,0,0.4166858625007525,-0.4930457461684125,1.7751824888063799,1097.17484914635
360.4130000000001,4.508220000000002,2,3,67.43,5,3,27,3,0.09090909090909091,5,106.52140000000001,136,0,0.2589250238709809,-0.49592423962333615,1.736030588522583,982.5517276780968
414.3830000000001,5.398220000000002,2,3,67.43,5,3,30,3,0.09090909090909091,8,106.65240000000001,154,0,0.5726204330165899,-0.4049396395962281,1.7426606925799644,1080.972952960623
330.38700000000006,4.499620000000003,2,2,58.2,4,3,25,3,0.047619047619047616,4,99.96940000000001,124,0,0.25516885159631136,-0.32192052116255737,1.710948007595133,904.5343203655784
346.386,4.199800000000002,2,3,67.43,5,3,26,3,0.047619047619047616,5,101.7844,130,0,0.2552973676693779,-0.4967423515202915,1.7061879200435497,923.3040201532781
352.4340000000002,4.466300000000003,2,3,67.43,6,2,26,3,0.3333333333333333,5,102.59390000000005,136,0,0.25533853025500647,-0.491700759608248,1.6905301139811872,782.330586911968
352.4340000000002,4.466300000000003,2,3,67.43,6,2,26,3,0.3333333333333333,5,102.59390000000005,136,0,0.2589253236514595,-0.4930457461684125,1.6826671716774704,782.330586911968
360.41300000000007,4.589900000000003,2,3,67.43,6,3,27,3,0.09090909090909091,5,106.4014,136,0,0.255338531506107,-0.491700759608248,1.7338636044840803,939.0526320420859
414.3830000000001,5.218600000000003,2,3,67.43,5,3,30,3,0.09090909090909091,8,106.78640000000001,154,0,0.41668586250069867,-0.49457928302901166,1.79459805994886,1080.972952960623
394.85800000000006,5.243300000000003,2,3,67.43,6,3,28,3,0.09090909090909091,6,111.41139999999999,142,0,0.25533853150610714,-0.491700759608248,1.739304168791422,1004.3318552904872
366.46100000000024,4.856400000000003,2,3,67.43,7,2,27,3,0.36363636363636365,5,107.21090000000004,142,0,0.2553385302495072,-0.491700759608248,1.6382520197799884,797.6498287472505
374.4400000000001,4.898320000000004,2,3,67.43,6,3,28,3,0.13043478260869565,5,111.1384,142,0,0.2589253236556844,-0.4930457461684125,1.7300647114585763,998.3974259111965
394.85800000000006,5.243300000000004,2,3,67.43,6,3,28,3,0.09090909090909091,6,111.41139999999999,142,0,0.255338531506107,-0.491700759608248,1.7281958692603454,987.0818552904869
331.37500000000006,3.8946200000000015,2,3,71.09,4,3,25,3,0.05,5,97.76440000000001,124,0,0.25527199333867684,-0.3219203759292846,1.710948007595133,907.5795368440216
428.4100000000001,5.608700000000003,2,3,67.43,6,3,31,3,0.13043478260869565,8,111.4034,160,0,0.41668586250069867,-0.491700759608248,1.7851511207167106,1097.17484914635
376.41200000000015,4.208400000000002,2,4,76.66000000000001,6,3,28,3,0.09090909090909091,6,108.33640000000001,142,0,0.2589241905562885,-0.49592423962339166,1.7641819160344818,1001.0867427926505
317.27000000000004,5.374600000000003,1,4,57.84,2,3,23,3,0.0625,7,79.02780000000001,116,0,0.41805064649515106,-0.505663820949109,2.073537668701203,891.1180103715541
287.75,2.8179000000000007,1,3,54.35,4,2,20,2,0.13333333333333333,5,79.74670000000005,102,0,0.243991297463846,-0.2728137545092288,1.9328577707191785,608.7755694156942
263.732,2.55304,2,5,76.72,3,2,18,2,0.25,6,72.99510000000001,94,0,0.2318170047160975,-0.3676363068754655,2.3354816633618056,570.389382537574
514.6590000000003,3.6194000000000024,4,7,132.13,4,0,37,4,0.7,7,138.3071999999999,204,0,0.205884289665426,-0.5045640524043052,1.819474641295842,1148.9153545406273
297.406,3.8948100000000014,3,3,73.69,5,2,22,2,0.35294117647058826,5,91.53210000000003,116,0,0.22945647597030938,-0.3261918273431446,1.9349944396760372,613.747598889926
323.40000000000003,3.5607000000000015,3,5,76.53999999999999,6,3,24,3,0.2222222222222222,6,98.97820000000003,124,0,0.22152362875300152,-0.5071928984591572,1.7168459405388958,818.491334670231
354.8370000000001,4.329240000000003,1,3,53.43,4,3,25,3,0.2,5,101.23380000000002,128,0,0.2417254564499685,-0.4932458359624416,2.0906794731964204,940.1275133072096
303.321,3.8086800000000025,0,3,71.86,4,3,23,3,0.05555555555555555,5,88.22540000000002,112,0,0.23461649550966368,-0.3423790228921982,2.0790690128465665,948.300256528216
360.43500000000006,3.844920000000003,1,5,85.34,6,3,25,3,0.2777777777777778,7,93.49850000000004,132,0,0.24078431994570298,-0.46796346103130393,1.987603112144571,956.8898498311536
346.48500000000007,1.9587999999999999,1,6,56.650000000000006,3,2,23,3,0.3333333333333333,8,98.08170000000004,120,0,0.18923273543124913,-0.3530712434047056,1.5139523430603303,662.5402529722653
282.347,2.3608200000000004,2,3,70.14,3,2,21,3,0.3125,5,81.46890000000002,108,0,0.2891511656630025,-0.2722829672547524,1.6638261827816228,670.0854652932721
509.6760000000004,3.7890000000000024,1,6,95.49999999999999,9,3,36,4,0.4444444444444444,9,142.25199999999987,192,0,0.2515938974688938,-0.3507316135975794,1.7252535302464445,1301.7385951272504
501.5360000000001,5.150000000000003,2,6,97.39,7,4,34,4,0.043478260869565216,11,125.66370000000002,174,0,0.26152184401031636,-0.4967678029017914,1.5372718380227848,1455.3339973922139
362.47300000000007,5.069500000000005,2,3,62.22,6,3,27,3,0.30434782608695654,4,108.83250000000005,140,0,0.22023372246102355,-0.5052771127390799,2.064314973581175,932.7661424951665
301.817,3.539200000000003,0,1,20.310000000000002,7,2,21,2,0.2777777777777778,3,87.59200000000006,110,0,0.23701352071797718,-0.3410022505061936,1.9004685694428998,498.15948885574926
461.47700000000015,4.525000000000004,0,9,125.05000000000001,7,2,31,3,0.15789473684210525,12,118.37180000000005,160,0,0.31793661106830334,-0.49282079880134716,2.082795071289469,1133.4796419695206
354.4060000000001,3.8268200000000014,1,6,75.83,5,3,26,3,0.25,6,102.53640000000003,136,0,0.16378627782195812,-0.492858341249177,2.2367119174144197,969.917788838062
319.339,3.403100000000002,1,3,54.35,4,3,24,3,0.0,5,90.18420000000003,118,0,0.27098770989112525,-0.2673610378584945,1.9131124196876674,822.5499697516946
282.387,4.417760000000005,1,3,67.81,1,1,21,1,0.4444444444444444,3,84.70980000000004,110,0,0.12976904207780382,-0.5073402938149183,3.6885153781768665,605.4147962340364
278.69500000000005,2.7891000000000012,0,4,58.95,3,2,19,3,0.23076923076923078,6,68.87700000000002,98,0,0.2577853746201203,-0.46705882127794685,1.9274626193098443,589.4516307231731
418.5810000000003,4.990400000000005,1,4,33.73,5,2,31,5,0.48148148148148145,4,125.00470000000007,164,0,0.16056767263223015,-0.492859220838299,1.4598919860832138,996.7261091348646
295.302,1.15122,0,5,85.73,3,3,22,3,0.2,7,79.65900000000002,110,0,0.29555655769857136,-0.3919809309869183,2.3391997258669512,948.7017027619953
335.794,3.9174000000000024,1,3,54.35,4,3,24,3,0.0,5,95.23620000000001,118,0,0.27239719128490775,-0.2673023412676078,1.9316286353652095,822.5499697516946
405.45000000000016,3.905700000000003,0,6,57.230000000000004,4,2,30,5,0.2916666666666667,6,112.82200000000003,154,0,0.23080065946376072,-0.4535950776189575,1.4635814573939223,976.0569708030317
269.333,2.9224000000000006,1,6,63.06,3,3,19,3,0.07692307692307693,6,77.48570000000004,94,0,0.20396605363254144,-0.25222629633382354,1.816204650648455,686.9914853243489
383.2280000000001,-0.5085999999999989,5,7,142.11,3,0,24,2,0.7142857142857143,10,85.34650000000002,136,0,0.2843202363228173,-0.48066931379474,2.553988884654357,581.6119750816467
340.81000000000006,4.020820000000003,1,3,53.43,4,3,24,3,0.15789473684210525,5,96.49680000000001,122,0,0.2417162584435779,-0.4932458359624496,2.047290733035203,878.1741126527761
320.37,3.1770000000000014,0,5,59.92,3,3,21,3,0.0,7,77.19680000000002,106,0,0.21931973225239917,-0.21753242803523495,2.132869166276965,859.5043700602365
372.218,4.568800000000003,2,3,58.56,3,3,23,3,0.05555555555555555,5,94.26000000000002,116,0,0.25904159675488436,-0.507097991676496,1.9843033638904752,892.5691353499194
404.28900000000004,4.373600000000002,1,5,64.11,5,3,24,3,0.11764705882352941,7,98.20670000000001,122,0,0.2664248935153989,-0.48089438731077583,1.6195297067642793,821.3667612997907
452.5610000000002,3.8239400000000012,2,5,106.54999999999998,4,3,31,4,0.09090909090909091,9,124.6909,158,0,0.28580407506476735,-0.3343077790777175,1.5920469975523697,1323.0805105235586
419.51800000000026,2.506900000000001,4,7,119.58000000000001,2,0,30,5,0.8260869565217391,7,107.53990000000005,166,0,0.31435934990171155,-0.4342710593420812,1.5218401530841192,811.515041629933
584.6590000000006,-1.5149999999999972,8,12,206.59999999999997,4,0,41,6,0.896551724137931,12,138.59840000000003,232,0,0.3306609998342125,-0.45797966202733525,1.2820328741188138,1084.0151789255772
346.85800000000006,4.569500000000004,1,4,33.730000000000004,6,2,24,3,0.3684210526315789,5,99.77170000000005,128,0,0.178887442590736,-0.49279861403214426,1.6568691414667025,682.511297666937
253.26500000000001,2.4539,1,6,76.2,3,3,19,3,0.07692307692307693,6,71.87470000000003,94,0,0.3162628301763749,-0.42232755238387504,1.816204650648455,686.9914853243489
282.77099999999996,2.410920000000001,1,2,49.410000000000004,6,1,19,1,0.42857142857142855,5,77.39970000000004,104,0,0.2435044862302968,-0.3323564656548072,2.6260626877686275,448.82703411778425
295.72999999999996,1.9533999999999998,2,7,95.18,5,2,20,2,0.25,8,76.6251,106,0,0.23191409929292317,-0.49668285716991273,2.351043994826838,608.3967076544108
279.29900000000004,4.3644000000000025,1,5,67.07000000000001,3,3,21,3,0.0625,5,80.57780000000002,104,0,0.14146006121570456,-0.505663820949109,2.0128420353389145,815.4811919822338
453.5910000000003,2.3487,4,8,119.63999999999999,7,2,33,4,0.5416666666666666,9,131.2481,178,0,0.27067587645000163,-0.3931285929961024,1.53186672322843,950.0302477379353
536.7250000000003,2.8131000000000013,4,9,122.87999999999998,8,2,39,5,0.6206896551724138,10,155.84309999999974,212,0,0.27067587645000163,-0.3931285929961024,1.240141863754031,1103.0157887364503
467.61800000000034,2.909700000000001,4,8,119.63999999999999,7,2,34,4,0.56,9,135.95909999999998,184,0,0.27067605736870254,-0.3931285929961024,1.5625148419426331,979.5038334750251
604.7220000000001,3.831900000000002,4,9,122.87999999999998,8,2,43,5,0.6333333333333333,13,160.8450999999997,236,0,0.41797335149464243,-0.3931285929961024,1.3602422789180237,1268.7828964512867
550.7520000000003,3.121520000000002,4,9,122.87999999999998,8,2,40,5,0.6333333333333333,10,160.5800999999997,218,0,0.2706758764540969,-0.3931285929961024,1.2759865198747224,1166.538957525887
618.7490000000001,4.392900000000004,4,9,122.87999999999998,8,2,44,5,0.6451612903225806,13,165.55609999999965,242,0,0.41797335149464243,-0.3931285929961024,1.3790436134302206,1299.554023772412
564.7790000000003,3.5116200000000024,4,9,122.87999999999998,8,2,41,5,0.6451612903225806,10,165.19709999999964,224,0,0.2706758764540969,-0.3901808547042545,1.275472742612231,1208.8388459377993
495.67200000000037,3.4357200000000008,4,8,119.63999999999999,8,2,36,4,0.5925925925925926,9,145.19709999999986,196,0,0.2706758764540969,-0.3931285929961024,1.5371528637486123,1058.3279589634635
564.7790000000003,3.5116200000000024,4,9,122.87999999999998,8,2,41,5,0.6451612903225806,10,165.19709999999964,224,0,0.2706758764540969,-0.3901808547042545,1.275472742612231,1208.8388459377993
536.7250000000004,2.997020000000002,3,9,111.87999999999998,8,2,39,5,0.6206896551724138,10,156.1582999999997,212,0,0.2706758764540972,-0.3812897982425726,1.2795305219649409,1136.347742999898
557.143,3.2125200000000014,4,9,122.87999999999998,7,2,39,5,0.6071428571428571,11,156.21209999999974,212,0,0.2707284501837567,-0.39312859299601804,1.2572279418717325,1156.492335472743
522.6980000000004,2.688600000000002,3,9,111.87999999999998,8,2,38,5,0.6071428571428571,10,151.42129999999975,206,0,0.27067587645000185,-0.3812897982425726,1.2427179877496348,1073.006359769228
552.7240000000003,2.6972000000000014,3,10,121.10999999999999,9,2,40,5,0.6206896551724138,11,157.97329999999968,218,0,0.2706758765059926,-0.4945049005425847,1.3069727373583477,1156.2083741893598
536.7250000000004,3.249600000000002,3,9,111.87999999999998,8,2,39,5,0.6206896551724138,10,156.1322999999997,212,0,0.27067605736870287,-0.3812897982425507,1.2626684248346338,1103.0157887364503
457.5540000000003,2.3632999999999997,3,8,108.63999999999999,7,2,33,4,0.5217391304347826,10,126.78430000000004,178,0,0.2706758764919798,-0.3812897982425726,1.5828826723291234,989.0154675779949
483.61700000000036,2.793800000000001,3,9,117.86999999999998,8,2,35,4,0.56,10,138.08929999999992,190,0,0.2706760574246937,-0.49450488724179115,1.6357377047476855,1031.9607754353667
453.59100000000035,2.7852000000000006,3,8,108.63999999999999,7,2,33,4,0.5416666666666666,9,131.5373,178,0,0.27067605736870287,-0.3812897982425507,1.5714811518945164,950.0302477379353
536.7250000000004,2.997020000000002,3,9,111.87999999999998,8,2,39,5,0.6206896551724138,10,156.1582999999997,212,0,0.2706758764540972,-0.3812897982425726,1.2795305219649409,1136.347742999898
475.9420000000002,6.873100000000005,0,2,38.13,6,3,33,4,0.36,8,122.19150000000003,174,0,0.2796056249884229,-0.2921704788884025,1.9621925212073372,1221.8464749010334
516.4440000000003,6.986620000000006,1,3,58.36,4,3,35,5,0.4074074074074074,8,136.07929999999996,184,0,0.2796059882562404,-0.39312856800293255,1.739557847367339,1297.818769126198
537.4470000000002,6.068020000000006,0,4,69.36,5,4,37,5,0.25,9,145.73949999999982,190,0,0.27957673641732333,-0.4944945720452915,1.8275286645567428,1579.4530691327393
511.4970000000003,6.946640000000007,0,3,41.370000000000005,4,3,35,5,0.42857142857142855,7,143.11449999999985,184,0,0.27951955538283996,-0.306208301985885,1.738996094684992,1290.3496813691622
544.4580000000001,5.959700000000005,0,3,61.68,7,3,37,5,0.37037037037037035,10,142.04649999999987,194,0,0.3196770818146009,-0.3231545930229179,1.5894971252079753,1357.5714801411782
490.4060000000002,6.281520000000005,1,3,58.36,5,3,33,4,0.36,8,128.86530000000005,174,0,0.279605790672099,-0.388539346535774,2.017919536123378,1247.1795261275472
555.4220000000001,4.558200000000004,0,7,104.37,6,4,38,5,0.2692307692307692,12,143.14449999999982,196,0,0.3190283885478885,-0.47930300378172497,1.7859383918632687,1587.2103134845256
582.5320000000002,5.370640000000005,0,4,78.75,5,3,40,5,0.4,10,156.18049999999968,210,0,0.2795196018801005,-0.3393897337334452,1.5892797174897366,1507.1933230637383
524.4230000000001,7.374100000000006,0,3,47.36,5,4,36,5,0.21428571428571427,8,140.33049999999986,184,0,0.27974440111767457,-0.49449457203788777,1.8374667425952773,1482.9006412293609
590.4460000000003,5.766600000000004,1,5,112.08,5,5,41,6,0.20689655172413793,12,152.19719999999973,206,0,0.27960601527484996,-0.30580860241661995,1.5829477654327122,1985.678513435812
524.4230000000001,7.508420000000006,0,3,47.36,5,4,36,5,0.21428571428571427,8,140.45649999999986,184,0,0.27962163000478174,-0.4944945720452915,1.8304517047340911,1498.3957537271974
590.471,6.153000000000006,1,7,111.05000000000001,8,5,41,6,0.20689655172413793,12,154.2711999999997,208,0,0.2796463959801093,-0.4944945720452915,1.5507517282523633,1719.2759063986848
552.4620000000002,5.066540000000005,0,4,82.13,4,4,38,5,0.2857142857142857,10,149.16549999999975,196,0,0.3315834224614563,-0.29483922111997013,1.8627406051475297,1748.612376513701
476.3790000000002,6.157020000000005,0,3,47.36,6,3,32,4,0.3333333333333333,8,124.44350000000006,168,0,0.2796057870836542,-0.3827669653227756,1.9944312838694538,1192.2277031212843
519.4070000000003,7.3715000000000055,0,3,61.92,4,4,36,5,0.17857142857142858,8,138.61949999999987,180,0,0.2796216085918022,-0.2921614638705483,1.818961610722385,1570.5058881723862
584.4750000000001,6.097500000000006,2,5,87.82,8,4,40,5,0.26666666666666666,10,152.36609999999976,208,0,0.27975619383596506,-0.4944945720378743,1.9102098438660151,1573.9247068696418
523.4390000000002,7.148320000000005,0,3,51.02,6,4,36,5,0.25,8,140.50849999999988,184,0,0.2796057749855224,-0.29216197409061523,1.6870475350682133,1451.687699620552
510.39600000000013,7.2000000000000055,0,3,47.36,5,4,35,5,0.18518518518518517,8,135.71949999999993,178,0,0.2795258474529046,-0.4944945720452915,1.7799631960127755,1433.119574085271
509.41200000000026,6.9539200000000045,0,3,51.02,5,4,35,5,0.2222222222222222,8,135.90649999999994,178,0,0.2796060063262409,-0.29216197046069,1.7524750259276023,1434.8744615874348
418.29900000000015,5.902900000000003,1,2,48.99,2,3,28,4,0.23809523809523808,7,108.80220000000006,144,0,0.2795967526717193,-0.29217238974128407,1.9802552317291866,1070.2450168434668
583.5600000000003,7.861840000000007,0,4,67.67,4,3,40,5,0.45161290322580644,9,158.80749999999964,212,0,0.409853541602897,-0.4436879132868796,1.632989281535885,1490.4165119114232
489.3780000000002,5.256620000000004,1,3,67.23,5,3,33,4,0.2916666666666667,9,126.63420000000004,172,0,0.27960603480880764,-0.35756605629362626,2.006094095375423,1271.590412274842
470.33500000000015,5.914500000000005,1,3,66.81,4,4,32,5,0.17391304347826086,9,121.31320000000001,162,0,0.2796214647242722,-0.2921717916750217,1.791285627928579,1315.1677182588594
481.35800000000006,6.586400000000005,0,3,51.02,4,4,33,5,0.16,8,126.9625,166,0,0.27962144740721645,-0.292171791807165,1.7910917369837323,1353.09199979301
531.4430000000003,7.920110000000006,0,3,51.72,5,4,37,5,0.20689655172413793,8,146.76049999999975,186,0,0.2794782039122066,-0.4944945720452915,1.82260021992644,1585.5104609580635
512.4160000000002,6.292420000000005,0,3,55.95,5,4,35,5,0.2692307692307692,9,134.87749999999997,180,0,0.27960585404153937,-0.2921722983041646,1.7231375276327292,1440.9458841516741
520.4600000000002,7.677740000000007,0,3,47.36,5,4,36,5,0.2413793103448276,7,145.2354999999998,184,0,0.27953519708150143,-0.4944945720452915,1.8299014358009125,1492.1202426861107
596.559,5.807040000000006,1,4,87.53999999999999,6,3,41,5,0.41935483870967744,10,160.76519999999962,216,0,0.27951960187558644,-0.35162558797840576,1.5302703804601392,1524.131392354958
523.4200000000002,5.759600000000005,0,4,69.36,5,4,36,5,0.2222222222222222,9,141.00249999999988,184,0,0.27957657522417884,-0.4944945720452915,1.7987103029805729,1513.6068370416704
545.4700000000003,7.549420000000007,0,4,71.15,5,4,38,5,0.23333333333333334,8,149.95049999999972,192,0,0.27953519710713365,-0.49449298890431365,1.8418091807419568,1634.1900418022976
521.4480000000002,7.072740000000007,0,4,60.25,5,4,36,5,0.25,8,143.03049999999982,184,0,0.2795352058295389,-0.49437388433069074,1.8299014358009125,1495.1506412293609
486.3380000000001,4.763600000000004,1,5,92.58999999999999,5,4,33,5,0.22727272727272727,11,121.1102,168,0,0.27960586352167455,-0.2921722982319276,1.7316694976537643,1335.7906843440412
505.4490000000003,7.123240000000005,0,3,51.02,5,4,35,5,0.25,7,140.68549999999988,178,0,0.27951958234120605,-0.29483974454142586,1.7519067397198083,1428.6504863282355
509.41200000000026,6.9539200000000045,0,3,51.02,5,4,35,5,0.2222222222222222,8,135.90649999999994,178,0,0.2796060062933467,-0.2921619704608118,1.7524750259276023,1434.8744615874348
